fromId,toId,straightMeters,roadMeters,ratio
13,361,980.3,1275.1,1.30
13,362,494.1,921.1,1.86
13,363,44.2,73.2,1.66
13,364,49.4,133.8,2.71
13,366,925.9,1188.3,1.28
13,378,980.9,1275.1,1.30
13,379,978.9,1267.3,1.29
13,380,544.3,848.9,1.56
13,381,1148.3,1337.2,1.16
13,382,410.5,528.9,1.29
13,384,71.6,114.4,1.60
13,389,344.6,558.6,1.62
13,395,1040.5,1273.1,1.22
13,420,920.6,1188.3,1.29
14,15,454.6,872.3,1.92
14,18,354.9,561.5,1.58
14,20,452.9,872.3,1.93
14,27,434.9,704.5,1.62
14,32,595.0,786.3,1.32
14,38,508.0,697.5,1.37
14,39,505.0,689.7,1.37
14,40,119.0,123.2,1.04
14,41,110.4,123.2,1.12
14,45,785.5,1101.9,1.40
14,46,156.2,226.7,1.45
14,47,327.6,751.0,2.29
14,48,662.1,830.2,1.25
14,50,448.7,896.5,2.00
14,52,548.3,996.7,1.82
14,54,591.6,786.3,1.33
14,56,465.1,633.3,1.36
14,58,188.3,446.1,2.37
14,64,662.7,897.4,1.35
14,76,757.4,1041.7,1.38
14,77,672.6,839.2,1.25
14,78,498.5,704.6,1.41
14,81,111.9,157.5,1.41
14,82,498.2,921.1,1.85
14,86,457.3,596.3,1.30
14,96,132.8,139.5,1.05
14,120,469.8,596.3,1.27
14,121,460.8,690.6,1.50
14,128,250.3,409.6,1.64
14,132,197.8,283.1,1.43
14,134,142.8,232.9,1.63
14,136,152.4,275.4,1.81
14,137,79.6,228.2,2.87
14,139,93.8,157.5,1.68
14,143,446.0,613.9,1.38
14,144,383.4,668.0,1.74
14,145,79.9,123.2,1.54
14,148,720.6,933.3,1.30
14,161,659.4,1213.0,1.84
14,162,751.4,1264.8,1.68
14,167,269.2,469.5,1.74
14,175,245.4,322.1,1.31
14,176,518.1,1151.8,2.22
14,177,655.7,1057.6,1.61
14,178,729.7,1137.5,1.56
14,188,680.9,852.2,1.25
14,189,649.4,830.2,1.28
14,192,642.5,794.3,1.24
14,195,485.4,703.6,1.45
14,197,1429.0,1829.2,1.28
14,203,453.3,646.9,1.43
14,204,538.0,877.3,1.63
14,207,708.2,890.4,1.26
14,208,687.5,890.4,1.30
14,209,707.3,934.7,1.32
14,213,301.9,502.7,1.66
14,215,427.9,840.1,1.96
14,216,549.5,761.5,1.39
14,221,632.3,897.4,1.42
14,224,1048.1,1236.1,1.18
14,227,863.3,1147.4,1.33
14,231,815.0,1101.9,1.35
14,232,1374.8,1794.6,1.31
14,235,461.2,648.3,1.41
14,248,456.3,690.6,1.51
14,260,334.3,476.7,1.43
14,262,359.2,739.7,2.06
14,263,248.9,480.9,1.93
14,271,652.9,794.3,1.22
14,273,599.4,786.3,1.31
14,274,707.4,904.0,1.28
14,275,551.4,765.2,1.39
14,276,622.3,1079.5,1.73
14,277,163.2,352.3,2.16
14,278,1203.5,1458.1,1.21
14,279,1127.5,1462.1,1.30
14,280,1037.0,1236.1,1.19
14,283,329.8,817.3,2.48
14,284,318.3,751.0,2.36
14,286,357.4,999.3,2.80
14,288,229.5,307.0,1.34
14,289,240.6,307.0,1.28
14,291,111.0,154.0,1.39
14,293,179.2,202.9,1.13
14,294,257.0,262.0,1.02
14,295,208.1,412.1,1.98
14,299,335.6,702.9,2.09
14,304,231.8,409.6,1.77
14,310,554.2,996.7,1.80
14,312,600.8,812.8,1.35
14,328,964.7,1203.3,1.25
14,346,635.4,817.3,1.29
14,347,628.8,899.8,1.43
14,350,529.9,1134.8,2.14
14,354,542.0,1029.7,1.90
14,358,494.1,921.1,1.86
14,361,508.2,697.5,1.37
14,363,510.8,985.9,1.93
14,364,460.6,920.7,2.00
14,366,435.3,704.5,1.62
14,378,508.0,697.5,1.37
14,379,505.0,689.7,1.37
14,380,111.5,136.0,1.22
14,381,785.5,1101.9,1.40
14,382,327.6,751.0,2.29
14,384,448.7,896.5,2.00
14,385,491.4,921.1,1.87
14,389,188.3,446.1,2.37
14,395,662.7,897.4,1.35
14,420,429.8,704.5,1.64
15,18,709.9,888.4,1.25
15,27,884.8,1139.5,1.29
15,32,1034.2,1315.1,1.27
15,38,942.9,1226.3,1.30
15,39,940.9,1218.5,1.30
15,40,468.6,749.1,1.60
15,41,470.8,749.1,1.59
15,45,1113.8,1288.4,1.16
15,46,550.7,899.4,1.63
15,47,379.4,480.1,1.27
15,48,907.4,1006.5,1.11
15,50,56.4,65.6,1.16
15,52,93.9,124.4,1.32
15,54,1033.2,1315.1,1.27
15,56,919.4,1220.8,1.33
15,58,307.7,509.8,1.66
15,64,1005.0,1224.3,1.22
15,76,1093.0,1570.5,1.44
15,77,1043.1,1368.0,1.31
15,78,944.1,1139.6,1.21
15,81,432.5,867.2,2.01
15,82,72.1,48.8,0.68
15,86,911.7,1183.8,1.30
15,96,493.8,796.6,1.61
15,120,924.3,1183.8,1.28
15,121,913.2,1125.6,1.23
15,128,233.4,610.3,2.62
15,132,272.1,672.8,2.47
15,134,557.8,715.4,1.28
15,136,502.2,948.1,1.89
15,137,493.2,900.9,1.83
15,139,445.3,867.2,1.95
15,143,784.0,940.8,1.20
15,144,709.9,994.9,1.40
15,145,449.0,749.1,1.67
15,148,999.0,1109.6,1.11
15,161,205.4,340.7,1.66
15,162,296.8,392.5,1.32
15,167,602.5,862.5,1.43
15,175,632.9,904.1,1.43
15,176,227.2,956.6,4.21
15,177,551.1,862.4,1.56
15,178,619.5,942.3,1.52
15,188,948.6,1028.5,1.08
15,189,901.4,1006.5,1.12
15,192,872.5,959.9,1.10
15,195,932.4,1287.1,1.38
15,197,1369.7,1634.0,1.19
15,203,906.7,1234.4,1.36
15,204,978.2,1406.1,1.44
15,207,965.6,1066.7,1.10
15,208,946.3,1066.7,1.13
15,209,977.6,1111.0,1.14
15,213,163.7,887.8,5.42
15,215,31.6,32.2,1.02
15,216,870.6,1088.4,1.25
15,221,977.3,1224.3,1.25
15,224,1333.5,1764.9,1.32
15,227,1190.7,1333.9,1.12
15,231,1132.0,1288.4,1.14
15,232,1347.8,1599.4,1.19
15,235,871.1,1177.1,1.35
15,248,906.0,1125.6,1.24
15,260,788.5,1064.2,1.35
15,262,194.4,239.8,1.23
15,263,502.5,807.8,1.61
15,271,889.5,959.9,1.08
15,273,1041.5,1315.1,1.26
15,274,1155.0,1432.8,1.24
15,275,1005.3,1352.7,1.35
15,276,759.4,904.7,1.19
15,277,294.2,603.6,2.05
15,278,1448.5,1986.9,1.37
15,279,1398.6,1990.9,1.42
15,280,1320.0,1764.9,1.34
15,283,253.5,358.0,1.41
15,284,364.4,480.1,1.32
15,286,547.1,728.4,1.33
15,288,601.4,889.0,1.48
15,289,606.9,889.0,1.46
15,291,481.1,779.9,1.62
15,293,475.1,669.4,1.41
15,294,555.4,728.5,1.31
15,295,334.5,460.2,1.38
15,299,160.9,218.0,1.35
15,304,246.0,610.3,2.48
15,310,99.7,124.4,1.25
15,312,1014.1,1341.6,1.32
15,328,1290.8,1732.1,1.34
15,346,899.6,1003.5,1.12
15,347,829.3,936.6,1.13
15,350,219.5,939.6,4.28
15,354,697.9,836.1,1.20
15,358,39.7,48.8,1.23
15,361,942.4,1226.3,1.30
15,362,454.6,872.3,1.92
15,363,66.7,122.0,1.83
15,364,32.2,85.0,2.64
15,366,886.3,1139.5,1.29
15,378,942.9,1226.3,1.30
15,379,940.9,1218.5,1.30
15,380,506.1,800.1,1.58
15,381,1113.8,1288.4,1.16
15,382,379.4,480.1,1.27
15,384,56.4,65.6,1.16
15,385,41.5,48.8,1.18
15,389,307.7,509.8,1.66
15,395,1005.0,1224.3,1.22
15,420,880.9,1139.5,1.29
18,20,713.4,888.4,1.25
18,27,318.3,475.5,1.49
18,32,625.4,811.9,1.30
18,38,573.4,723.1,1.26
18,39,568.0,714.2,1.26
18,40,460.7,683.6,1.48
18,41,451.0,683.6,1.52
18,45,431.9,617.9,1.43
18,46,198.8,512.6,2.58
18,47,376.7,691.1,1.83
18,48,331.6,346.2,1.04
18,50,727.0,912.6,1.26
18,52,798.1,1012.8,1.27
18,54,612.8,811.9,1.32
18,56,391.1,569.7,1.46
18,58,529.2,902.3,1.70
18,64,310.8,413.4,1.33
18,76,944.4,1331.7,1.41
18,77,830.1,1049.4,1.26
18,78,334.8,475.6,1.42
18,81,296.5,613.7,2.07
18,82,772.4,937.2,1.21
18,86,390.2,532.7,1.37
18,96,463.1,651.0,1.41
18,120,425.5,532.7,1.25
18,121,357.6,461.6,1.29
18,128,572.1,865.8,1.51
18,132,448.3,739.3,1.65
18,134,214.7,328.6,1.53
18,136,222.4,561.3,2.52
18,137,276.2,514.1,1.86
18,139,294.4,613.7,2.08
18,143,91.3,78.7,0.86
18,144,50.8,106.5,2.10
18,145,429.7,683.6,1.59
18,148,371.7,449.3,1.21
18,161,906.1,1229.1,1.36
18,162,988.0,1280.9,1.30
18,167,562.1,981.0,1.75
18,175,499.1,833.6,1.67
18,176,840.5,1673.6,1.99
18,177,1010.5,1579.4,1.56
18,178,1084.6,1659.3,1.53
18,188,337.7,368.2,1.09
18,189,316.5,346.2,1.09
18,192,324.1,310.3,0.96
18,195,508.3,645.6,1.27
18,197,1773.7,2351.0,1.33
18,203,435.7,588.9,1.35
18,204,577.1,902.9,1.56
18,207,367.7,406.4,1.11
18,208,347.7,406.4,1.17
18,209,361.6,450.7,1.25
18,213,548.2,958.9,1.75
18,215,678.4,856.2,1.26
18,216,195.2,277.5,1.42
18,221,280.8,413.4,1.47
18,224,1255.4,1526.1,1.22
18,227,510.1,663.4,1.30
18,231,460.3,617.9,1.34
18,232,1714.2,2316.4,1.35
18,235,600.8,798.7,1.33
18,248,330.8,461.6,1.40
18,260,315.7,502.1,1.59
18,262,538.3,679.8,1.26
18,263,212.7,421.0,1.98
18,271,328.6,310.3,0.94
18,273,616.9,811.9,1.32
18,274,679.4,929.6,1.37
18,275,498.8,707.2,1.42
18,276,382.3,595.5,1.56
18,277,477.6,808.5,1.69
18,278,1432.8,1748.1,1.22
18,279,1341.3,1752.1,1.31
18,280,1247.1,1526.1,1.22
18,283,480.1,757.4,1.58
18,284,384.0,691.1,1.80
18,286,233.4,655.8,2.81
18,288,506.6,818.5,1.62
18,289,518.0,818.5,1.58
18,291,446.5,667.7,1.50
18,293,520.6,761.5,1.46
18,294,574.4,820.6,1.43
18,295,558.7,951.9,1.70
18,299,644.7,935.0,1.45
18,304,553.8,865.8,1.56
18,310,799.0,1012.8,1.27
18,312,700.1,879.9,1.26
18,328,1140.5,1493.3,1.31
18,346,297.2,333.3,1.12
18,347,334.4,415.8,1.24
18,350,848.4,1656.6,1.95
18,354,315.2,545.7,1.73
18,358,747.2,937.2,1.25
18,361,575.8,723.1,1.26
18,362,354.9,561.5,1.58
18,363,745.6,1002.0,1.34
18,364,701.5,936.8,1.34
18,366,327.3,475.5,1.45
18,378,573.4,723.1,1.26
18,379,568.0,714.2,1.26
18,380,430.7,647.5,1.50
18,381,431.9,617.9,1.43
18,382,376.7,691.1,1.83
18,384,727.0,912.6,1.26
18,385,751.2,937.2,1.25
18,389,529.2,902.3,1.70
18,395,310.8,413.4,1.33
18,420,325.0,475.5,1.46
20,27,884.3,1139.5,1.29
20,32,1030.1,1315.1,1.28
20,38,938.6,1226.3,1.31
20,39,936.7,1218.5,1.30
20,40,463.9,749.1,1.61
20,41,466.3,749.1,1.61
20,45,1119.3,1288.4,1.15
20,46,551.9,899.4,1.63
20,47,386.8,480.1,1.24
20,48,914.5,1006.5,1.10
20,50,44.3,65.6,1.48
20,52,95.7,124.4,1.30
20,54,1029.3,1315.1,1.28
20,56,917.9,1220.8,1.33
20,58,302.5,509.8,1.69
20,64,1009.8,1224.3,1.21
20,76,1084.8,1570.5,1.45
20,77,1035.9,1368.0,1.32
20,78,944.1,1139.6,1.21
20,81,433.8,867.2,2.00
20,82,63.7,48.8,0.77
20,86,910.2,1183.8,1.30
20,96,488.9,796.6,1.63
20,120,922.2,1183.8,1.28
20,121,912.2,1125.6,1.23
20,128,227.6,610.3,2.68
20,132,273.1,672.8,2.46
20,134,558.5,715.4,1.28
20,136,504.2,948.1,1.88
20,137,493.3,900.9,1.83
20,139,446.1,867.2,1.94
20,143,788.4,940.8,1.19
20,144,714.2,994.9,1.39
20,145,445.2,749.1,1.68
20,148,1005.6,1109.6,1.10
20,161,206.4,340.7,1.65
20,162,298.8,392.5,1.31
20,167,595.9,862.5,1.45
20,175,627.5,904.1,1.44
20,176,215.3,956.6,4.44
20,177,539.0,862.4,1.60
20,178,607.3,942.3,1.55
20,188,955.2,1028.5,1.08
20,189,908.4,1006.5,1.11
20,192,879.9,959.9,1.09
20,195,929.1,1287.1,1.39
20,197,1357.7,1634.0,1.20
20,203,904.3,1234.4,1.36
20,204,974.3,1406.1,1.44
20,207,972.5,1066.7,1.10
20,208,953.1,1066.7,1.12
20,209,984.3,1111.0,1.13
20,213,165.9,887.8,5.35
20,215,38.0,32.2,0.85
20,216,875.7,1088.4,1.24
20,221,981.9,1224.3,1.25
20,224,1324.0,1764.9,1.33
20,227,1196.3,1333.9,1.12
20,231,1137.8,1288.4,1.13
20,232,1335.7,1599.4,1.20
20,235,865.7,1177.1,1.36
20,248,905.5,1125.6,1.24
20,260,787.1,1064.2,1.35
20,262,202.5,239.8,1.18
20,263,506.9,807.8,1.59
20,271,896.8,959.9,1.07
20,273,1037.7,1315.1,1.27
