id,lat,lon
192,5.6473523,-0.1818873
193,5.6473683,-0.1818900
194,5.6477193,-0.1818894
195,5.6478048,-0.1818893
196,5.6478228,-0.1818873
197,5.6478375,-0.1818813
198,5.6479056,-0.1818306
199,5.6507144,-0.1835142
200,5.6496287,-0.1871143
201,5.6495750,-0.1871260
202,5.6495415,-0.1871313
203,5.6495082,-0.1871248
204,5.6494791,-0.1871074
205,5.6494576,-0.1870811
206,5.6494462,-0.1870490
207,5.6494464,-0.1870150
208,5.6494580,-0.1869830
209,5.6494797,-0.1869569
210,5.6495090,-0.1869397
211,5.6495424,-0.1869335
212,5.6495758,-0.1869391
213,5.6496339,-0.1869551
214,5.6504853,-0.1813819
215,5.6499948,-0.1813938
216,5.6497973,-0.1813942
217,5.6493782,-0.1813951
218,5.6491407,-0.1813898
219,5.6489912,-0.1814072
220,5.6488044,-0.1814501
221,5.6486362,-0.1815225
222,5.6485788,-0.1815547
223,5.6484040,-0.1816580
224,5.6483546,-0.1816955
225,5.6480223,-0.1819839
226,5.6479612,-0.1820452
227,5.6478134,-0.1821937
228,5.6476459,-0.1823621
229,5.6471654,-0.1828193
230,5.6470352,-0.1829540
231,5.6465449,-0.1834457
232,5.6463934,-0.1835936
233,5.6462566,-0.1837273
234,5.6459038,-0.1840621
235,5.6455967,-0.1843536
236,5.6454939,-0.1844763
237,5.6454759,-0.1845092
238,5.6454692,-0.1845641
239,5.6454745,-0.1849866
240,5.6507568,-0.1868576
241,5.6508047,-0.1869045
242,5.6508348,-0.1869645
243,5.6508437,-0.1870310
244,5.6508305,-0.1870969
245,5.6507966,-0.1871548
246,5.6507458,-0.1871984
247,5.6507242,-0.1872097
248,5.6506375,-0.1872273
249,5.6505517,-0.1872060
250,5.6504913,-0.1871597
251,5.6504523,-0.1870943
252,5.6504401,-0.1870159
253,5.6504588,-0.1869388
254,5.6505006,-0.1868794
255,5.6505606,-0.1868386
256,5.6506392,-0.1868215
257,5.6507182,-0.1868366
258,5.6506842,-0.1812420
259,5.6507256,-0.1812663
260,5.6507569,-0.1813028
261,5.6507760,-0.1813535
262,5.6507751,-0.1814100
263,5.6507532,-0.1814620
264,5.6507133,-0.1815018
265,5.6506668,-0.1815224
266,5.6506160,-0.1815258
267,5.6505672,-0.1815116
268,5.6505262,-0.1814814
269,5.6504964,-0.1814356
270,5.6504946,-0.1813279
271,5.6505170,-0.1812880
272,5.6505505,-0.1812570
273,5.6505919,-0.1812378
274,5.6506372,-0.1812323
275,5.6505544,-0.1903705
276,5.6505814,-0.1891533
277,5.6500923,-0.1871047
278,5.6500896,-0.1869366
279,5.6472549,-0.1879477
280,5.6472576,-0.1875214
281,5.6472515,-0.1866492
282,5.6472562,-0.1861615
283,5.6507223,-0.1878447
284,5.6507243,-0.1880837
285,5.6507291,-0.1884049
286,5.6507273,-0.1890247
287,5.6493976,-0.1816176
288,5.6494064,-0.1824971
289,5.6493976,-0.1831613
290,5.6493957,-0.1833115
291,5.6493933,-0.1834873
292,5.6493886,-0.1839030
293,5.6493903,-0.1840921
294,5.6494090,-0.1849752
295,5.6505520,-0.1878450
296,5.6506301,-0.1878448
297,5.6506741,-0.1878448
298,5.6507695,-0.1878446
299,5.6514583,-0.1878436
300,5.6516620,-0.1878433
301,5.6518325,-0.1878431
302,5.6525927,-0.1878420
303,5.6532616,-0.1878410
304,5.6505662,-0.1862071
305,5.6507197,-0.1862092
306,5.6507516,-0.1862105
307,5.6509698,-0.1862194
308,5.6511152,-0.1862190
309,5.6514702,-0.1862328
310,5.6518586,-0.1862285
311,5.6521955,-0.1862248
312,5.6525915,-0.1862205
313,5.6532700,-0.1862184
314,5.6507047,-0.1825166
315,5.6507138,-0.1839518
316,5.6467062,-0.1861607
317,5.6477849,-0.1861721
318,5.6481678,-0.1861560
319,5.6486548,-0.1861489
320,5.6494295,-0.1861292
321,5.6495360,-0.1861536
322,5.6496092,-0.1862095
323,5.6496328,-0.1862920
324,5.6496350,-0.1878138
325,5.6496071,-0.1878820
326,5.6495699,-0.1879271
327,5.6495190,-0.1879438
328,5.6493209,-0.1879411
329,5.6486522,-0.1879419
330,5.6481798,-0.1879424
331,5.6477994,-0.1879446
332,5.6467077,-0.1879619
333,5.6466938,-0.1881457
334,5.6467057,-0.1879156
335,5.6467050,-0.1878780
336,5.6467057,-0.1878110
337,5.6466975,-0.1874260
338,5.6466973,-0.1867460
339,5.6467003,-0.1866238
340,5.6467150,-0.1858390
341,5.6467217,-0.1855282
342,5.6504950,-0.1811309
343,5.6504974,-0.1809096
344,5.6504944,-0.1806937
345,5.6505139,-0.1802545
346,5.6479585,-0.1923950
347,5.6478435,-0.1924498
348,5.6477437,-0.1925116
349,5.6476596,-0.1925854
350,5.6476032,-0.1926617
351,5.6475461,-0.1927705
352,5.6474887,-0.1929983
353,5.6474620,-0.1931044
354,5.6474340,-0.1932787
355,5.6473833,-0.1933994
356,5.6473072,-0.1934517
357,5.6472071,-0.1934799
358,5.6470950,-0.1934678
359,5.6470029,-0.1934142
360,5.6469549,-0.1933552
361,5.6467437,-0.1927374
362,5.6466986,-0.1926055
363,5.6493571,-0.1934759
364,5.6492384,-0.1938138
365,5.6490689,-0.1941008
366,5.6486832,-0.1944509
367,5.6485644,-0.1945917
368,5.6485458,-0.1946306
369,5.6484665,-0.1947959
370,5.6484243,-0.1948840
371,5.6483954,-0.1949388
372,5.6483549,-0.1950155
373,5.6482788,-0.1951187
374,5.6481960,-0.1951549
375,5.6480919,-0.1951590
376,5.6480226,-0.1951187
377,5.6479745,-0.1950624
378,5.6479131,-0.1949417
379,5.6478811,-0.1947861
380,5.6479389,-0.1942099
381,5.6479668,-0.1939821
382,5.6480079,-0.1936475
383,5.6480027,-0.1929194
384,5.6479936,-0.1928116
385,5.6479545,-0.1922756
386,5.6479732,-0.1920007
387,5.6480212,-0.1917941
388,5.6480797,-0.1915754
389,5.6481587,-0.1913435
390,5.6482572,-0.1911731
391,5.6483856,-0.1909908
392,5.6484827,-0.1908606
393,5.6486353,-0.1906991
394,5.6488572,-0.1904546
395,5.6481752,-0.1883997
396,5.6481864,-0.1894917
397,5.6481987,-0.1896551
398,5.6483268,-0.1899139
399,5.6484836,-0.1901683
400,5.6493395,-0.1905650
401,5.6496131,-0.1905521
402,5.6498147,-0.1905489
403,5.6500377,-0.1905671
404,5.6481624,-0.1849785
405,5.6470399,-0.1849758
406,5.6467217,-0.1849798
407,5.6450253,-0.1849987
408,5.6449715,-0.1850005
409,5.6446284,-0.1849874
410,5.6437243,-0.1889543
411,5.6390736,-0.1844652
412,5.6387926,-0.1843802
413,5.6387058,-0.1843668
414,5.6386524,-0.1843735
415,5.6386124,-0.1843976
416,5.6385724,-0.1844365
417,5.6385308,-0.1845132
418,5.6384866,-0.1845948
419,5.6384170,-0.1847232
420,5.6379483,-0.1855885
421,5.6379268,-0.1856282
422,5.6378395,-0.1857695
423,5.6377057,-0.1860267
424,5.6373136,-0.1867035
425,5.6369984,-0.1872678
426,5.6368169,-0.1875736
427,5.6363948,-0.1883653
428,5.6358333,-0.1893492
429,5.6357933,-0.1893841
430,5.6357533,-0.1893961
431,5.6356959,-0.1893854
432,5.6343366,-0.1886307
433,5.6466758,-0.1881872
434,5.6466604,-0.1882027
435,5.6466337,-0.1882094
436,5.6459658,-0.1882275
437,5.6453318,-0.1882074
438,5.6452998,-0.1881966
439,5.6452704,-0.1881779
440,5.6452531,-0.1881443
441,5.6452538,-0.1877648
442,5.6452513,-0.1873165
443,5.6452464,-0.1864685
444,5.6452443,-0.1860945
445,5.6452437,-0.1858831
446,5.6452573,-0.1858701
447,5.6448691,-0.1877562
448,5.6452764,-0.1858623
449,5.6457377,-0.1858548
450,5.6510732,-0.1944065
451,5.6510921,-0.1948559
452,5.6512562,-0.1952045
453,5.6514083,-0.1956297
454,5.6514618,-0.1958912
455,5.6514592,-0.1961219
456,5.6514244,-0.1963311
457,5.6513590,-0.1964827
458,5.6512603,-0.1966127
459,5.6510881,-0.1966892
460,5.6508652,-0.1967294
461,5.6500741,-0.1967736
462,5.6499330,-0.1967363
463,5.6498136,-0.1966436
464,5.6497704,-0.1966008
465,5.6497054,-0.1965363
466,5.6496495,-0.1964920
467,5.6496188,-0.1964160
468,5.6495873,-0.1962981
469,5.6495974,-0.1961567
470,5.6496224,-0.1959981
471,5.6496236,-0.1959937
472,5.6498697,-0.1953414
473,5.6500017,-0.1950195
474,5.6500952,-0.1949082
475,5.6501899,-0.1948653
476,5.6501990,-0.1944186
477,5.6466330,-0.1926188
478,5.6465838,-0.1926471
479,5.6464918,-0.1927450
480,5.6463577,-0.1929390
481,5.6461832,-0.1931915
482,5.6461459,-0.1932376
483,5.6460311,-0.1933792
484,5.6459497,-0.1934669
485,5.6466679,-0.1918813
486,5.6465903,-0.1915835
487,5.6464921,-0.1912764
488,5.6464526,-0.1911457
489,5.6464341,-0.1910846
490,5.6463193,-0.1908177
491,5.6462157,-0.1906263
492,5.6461556,-0.1905152
493,5.6461179,-0.1904455
494,5.6459777,-0.1902062
495,5.6458098,-0.1900239
496,5.6454374,-0.1895760
497,5.6450704,-0.1892554
498,5.6467306,-0.1915795
499,5.6467918,-0.1913461
500,5.6468788,-0.1911129
501,5.6469733,-0.1908727
502,5.6471174,-0.1906514
503,5.6474206,-0.1902090
504,5.6475779,-0.1900144
505,5.6478032,-0.1898360
506,5.6478918,-0.1897798
507,5.6480236,-0.1897100
508,5.6495367,-0.1909619
509,5.6495070,-0.1908425
510,5.6494447,-0.1907418
511,5.6405186,-0.1916271
512,5.6406660,-0.1915325
513,5.6407943,-0.1913918
514,5.6410610,-0.1911409
515,5.6411054,-0.1910850
516,5.6411434,-0.1910371
517,5.6412198,-0.1909237
518,5.6414120,-0.1906125
519,5.6414643,-0.1905093
520,5.6415308,-0.1903202
521,5.6415951,-0.1900226
522,5.6416549,-0.1898950
523,5.6416842,-0.1898520
524,5.6417406,-0.1897691
525,5.6418378,-0.1896898
526,5.6419154,-0.1896444
527,5.6420049,-0.1896231
528,5.6420793,-0.1896054
529,5.6422063,-0.1895921
530,5.6423623,-0.1896094
531,5.6424733,-0.1896631
532,5.6426539,-0.1898260
533,5.6427212,-0.1899038
534,5.6404285,-0.1914458
535,5.6405216,-0.1918679
536,5.6404114,-0.1920819
537,5.6402140,-0.1922185
538,5.6400238,-0.1922498
539,5.6398360,-0.1922055
540,5.6396795,-0.1920924
541,5.6395780,-0.1919276
542,5.6395470,-0.1917330
543,5.6395938,-0.1915416
544,5.6397111,-0.1913836
545,5.6398803,-0.1912839
546,5.6400803,-0.1912586
547,5.6402738,-0.1913157
548,5.6426543,-0.1922246
549,5.6424167,-0.1923629
550,5.6419963,-0.1925708
551,5.6416693,-0.1927303
552,5.6415655,-0.1927583
553,5.6414571,-0.1927504
554,5.6413466,-0.1927221
555,5.6411972,-0.1926430
556,5.6494025,-0.1981400
557,5.6493904,-0.1980790
558,5.6493923,-0.1980144
559,5.6493722,-0.1979554
560,5.6493685,-0.1979300
561,5.6490322,-0.1978482
562,5.6489868,-0.1978201
563,5.6489855,-0.1977678
564,5.6490553,-0.1975801
565,5.6490722,-0.1973748
566,5.6491016,-0.1966238
567,5.6491590,-0.1963569
568,5.6491896,-0.1961869
569,5.6493218,-0.1961169
570,5.6454284,-0.1845396
571,5.6418544,-0.1949729
572,5.6421275,-0.1961234
573,5.6422051,-0.1964506
574,5.6423903,-0.1972309
575,5.6423737,-0.1973311
576,5.6422782,-0.1974133
577,5.6418478,-0.1975329
578,5.6415648,-0.1976116
579,5.6409118,-0.1951728
580,5.6426611,-0.1947613
581,5.6508091,-0.1813547
582,5.6521864,-0.1813641
583,5.6525960,-0.1813669
584,5.6504502,-0.1948645
585,5.6508452,-0.1948633
586,5.6508247,-0.1950533
587,5.6507245,-0.1951510
588,5.6505779,-0.1951525
589,5.6504732,-0.1950668
590,5.6411832,-0.1961469
591,5.6409703,-0.1961526
592,5.6408003,-0.1961317
593,5.6406673,-0.1960936
594,5.6405218,-0.1960353
595,5.6403777,-0.1959153
596,5.6402746,-0.1957955
597,5.6402082,-0.1956698
598,5.6401308,-0.1954915
599,5.6400808,-0.1953304
600,5.6399847,-0.1947676
601,5.6400092,-0.1944970
602,5.6400241,-0.1943320
603,5.6400286,-0.1942821
604,5.6402356,-0.1932519
605,5.6403056,-0.1929635
606,5.6403284,-0.1927636
607,5.6403110,-0.1925799
608,5.6402686,-0.1924186
609,5.6399600,-0.1960091
610,5.6395385,-0.1962223
611,5.6394114,-0.1962599
612,5.6391855,-0.1962519
613,5.6391046,-0.1962471
614,5.6390064,-0.1962445
615,5.6387382,-0.1961575
616,5.6385848,-0.1960855
617,5.6383999,-0.1959794
618,5.6382677,-0.1958790
619,5.6380813,-0.1956431
620,5.6379803,-0.1954200
621,5.6379233,-0.1952621
622,5.6378735,-0.1950627
623,5.6378685,-0.1950425
624,5.6378379,-0.1946855
625,5.6378379,-0.1944937
626,5.6378272,-0.1943837
627,5.6378232,-0.1942429
628,5.6378566,-0.1939505
629,5.6379033,-0.1936689
630,5.6380261,-0.1932961
631,5.6382597,-0.1928938
632,5.6384038,-0.1927315
633,5.6386053,-0.1925048
634,5.6390137,-0.1921910
635,5.6384385,-0.1924109
636,5.6381209,-0.1921964
637,5.6378324,-0.1919640
638,5.6374616,-0.1914588
639,5.6374322,-0.1913971
640,5.6374015,-0.1913542
641,5.6372841,-0.1910578
642,5.6371866,-0.1906393
643,5.6370986,-0.1902330
644,5.6371295,-0.1900088
645,5.6371453,-0.1898709
646,5.6371866,-0.1897918
647,5.6372283,-0.1897412
648,5.6375248,-0.1894157
649,5.6377057,-0.1892927
650,5.6379563,-0.1891833
651,5.6382396,-0.1891454
652,5.6383325,-0.1891422
653,5.6385626,-0.1891343
654,5.6390005,-0.1891295
655,5.6397533,-0.1891212
656,5.6398172,-0.1891205
657,5.6397947,-0.1899568
658,5.6397889,-0.1906200
659,5.6397854,-0.1910137
660,5.6398589,-0.1912019
661,5.6408042,-0.1934357
662,5.6404887,-0.1897865
663,5.6383998,-0.1906619
664,5.6386932,-0.1903921
665,5.6387001,-0.1903606
666,5.6386942,-0.1903284
667,5.6381599,-0.1898299
668,5.6381140,-0.1897871
669,5.6382403,-0.1974448
670,5.6379047,-0.1976265
671,5.6378653,-0.1976540
672,5.6378473,-0.1976768
673,5.6378633,-0.1977056
674,5.6378854,-0.1977250
675,5.6386106,-0.1981562
676,5.6387975,-0.1982541
677,5.6389497,-0.1983386
678,5.6391271,-0.1984472
679,5.6413213,-0.1976654
680,5.6409418,-0.1977649
681,5.6406393,-0.1978692
682,5.6403176,-0.1979765
683,5.6396037,-0.1982314
684,5.6392620,-0.1983453
685,5.6388442,-0.1986632
686,5.6387049,-0.1987681
687,5.6386651,-0.1988067
688,5.6382395,-0.1992203
689,5.6378707,-0.1995599
690,5.6378236,-0.1996037
691,5.6393011,-0.1855484
692,5.6393148,-0.1857195
693,5.6393180,-0.1857891
694,5.6393246,-0.1858896
695,5.6395428,-0.1861159
696,5.6396169,-0.1862648
697,5.6396556,-0.1864393
698,5.6396788,-0.1866216
699,5.6396368,-0.1869428
700,5.6396368,-0.1870751
701,5.6396280,-0.1871629
702,5.6395948,-0.1873652
703,5.6395892,-0.1875308
704,5.6396246,-0.1877708
705,5.6395948,-0.1880765
706,5.6395649,-0.1881798
707,5.6395472,-0.1883199
708,5.6395981,-0.1884343
709,5.6396634,-0.1885055
710,5.6398138,-0.1885988
711,5.6399067,-0.1887300
712,5.6400239,-0.1890023
713,5.6400162,-0.1890623
714,5.6399830,-0.1891056
715,5.6399222,-0.1891252
716,5.6395023,-0.1816177
717,5.6394949,-0.1817850
718,5.6394635,-0.1818088
719,5.6394228,-0.1818196
720,5.6393660,-0.1818235
721,5.6386556,-0.1818543
722,5.6386302,-0.1818437
723,5.6386160,-0.1818121
724,5.6386291,-0.1815779
725,5.6386477,-0.1815543
726,5.6386751,-0.1815500
727,5.6393721,-0.1816084
728,5.6401094,-0.1831768
729,5.6401071,-0.1831935
730,5.6401247,-0.1832866
731,5.6403941,-0.1836945
732,5.6403358,-0.1837055
733,5.6402686,-0.1837183
734,5.6397905,-0.1838775
735,5.6397918,-0.1838279
736,5.6395616,-0.1833703
737,5.6396303,-0.1833551
738,5.6507406,-0.1849630
739,5.6507363,-0.1849785
740,5.6507193,-0.1850136
741,5.6506925,-0.1850389
742,5.6506586,-0.1850532
743,5.6506218,-0.1850547
744,5.6505868,-0.1850434
745,5.6505579,-0.1850205
746,5.6505403,-0.1849926
747,5.6505301,-0.1849679
748,5.6505363,-0.1849206
749,5.6505819,-0.1848617
750,5.6506148,-0.1848487
751,5.6506502,-0.1848476
752,5.6506839,-0.1848584
753,5.6507121,-0.1848800
754,5.6507305,-0.1849076
755,5.6508090,-0.1868371
756,5.6508730,-0.1868286
757,5.6509397,-0.1868292
758,5.6512727,-0.1868351
759,5.6514585,-0.1868395
760,5.6449521,-0.1860896
761,5.6447097,-0.1860855
762,5.6514527,-0.1872123
763,5.6512754,-0.1872111
764,5.6509430,-0.1872107
765,5.6508169,-0.1872103
766,5.6434580,-0.1893747
767,5.6433285,-0.1894417
768,5.6431256,-0.1895571
769,5.6429882,-0.1896657
770,5.6428587,-0.1897730
771,5.6427893,-0.1898387
772,5.6426945,-0.1899433
773,5.6423449,-0.1905928
774,5.6414646,-0.1921706
775,5.6408699,-0.1932544
776,5.6407350,-0.1937405
777,5.6407033,-0.1939465
778,5.6407033,-0.1941548
779,5.6407367,-0.1944105
780,5.6407946,-0.1946915
781,5.6413542,-0.1968031
782,5.6416846,-0.1980316
783,5.6507199,-0.1891541
784,5.6507150,-0.1903248
785,5.6505678,-0.1890348
786,5.6505594,-0.1884060
787,5.6505553,-0.1880903
788,5.6435744,-0.1890259
789,5.6567090,-0.1883022
790,5.6565981,-0.1883639
791,5.6561775,-0.1885982
792,5.6556734,-0.1888729
793,5.6554292,-0.1889804
794,5.6551550,-0.1890810
795,5.6551183,-0.1890957
796,5.6550198,-0.1891022
797,5.6545325,-0.1891063
798,5.6543358,-0.1890976
799,5.6542705,-0.1890947
800,5.6532604,-0.1890891
801,5.6530577,-0.1890872
802,5.6526279,-0.1890831
803,5.6515696,-0.1890761
804,5.6507709,-0.1890773
805,5.6507478,-0.1890765
806,5.6507444,-0.1890580
807,5.6507462,-0.1891048
808,5.6507366,-0.1891314
809,5.6506950,-0.1891722
810,5.6506658,-0.1891816
811,5.6506352,-0.1891815
812,5.6506061,-0.1891717
813,5.6505687,-0.1891370
814,5.6505597,-0.1891185
815,5.6505543,-0.1890764
816,5.6505587,-0.1890549
817,5.6505822,-0.1890163
818,5.6506006,-0.1890017
819,5.6506219,-0.1889920
820,5.6506449,-0.1889877
821,5.6506683,-0.1889891
822,5.6506906,-0.1889960
823,5.6507107,-0.1890081
824,5.6507375,-0.1890405
825,5.6505727,-0.1856508
826,5.6507255,-0.1856525
827,5.6507783,-0.1802709
828,5.6507969,-0.1805495
829,5.6507880,-0.1809056
830,5.6507819,-0.1811396
831,5.6426392,-0.1844119
832,5.6420658,-0.1842219
833,5.6414781,-0.1840216
834,5.6411106,-0.1838956
835,5.6407672,-0.1837779
836,5.6505492,-0.1823917
837,5.6505431,-0.1821503
838,5.6507134,-0.1816370
839,5.6507114,-0.1824132
840,5.6442445,-0.1850926
841,5.6441458,-0.1851516
842,5.6507167,-0.1824931
843,5.6506803,-0.1825412
844,5.6506490,-0.1825560
845,5.6506146,-0.1825592
846,5.6505812,-0.1825504
847,5.6505380,-0.1825121
848,5.6505280,-0.1824905
849,5.6505234,-0.1824672
850,5.6505249,-0.1824400
851,5.6505337,-0.1824141
852,5.6505741,-0.1823718
853,5.6506040,-0.1823608
854,5.6506359,-0.1823599
855,5.6506664,-0.1823691
856,5.6506924,-0.1823875
857,5.6507206,-0.1824394
858,5.6481624,-0.1856813
859,5.6481411,-0.1841978
860,5.6481419,-0.1841040
861,5.6481432,-0.1839622
862,5.6481424,-0.1836281
863,5.6481611,-0.1833960
864,5.6482238,-0.1831761
865,5.6483720,-0.1829374
866,5.6485294,-0.1827885
867,5.6486576,-0.1826946
868,5.6488204,-0.1825954
869,5.6490192,-0.1825136
870,5.6492168,-0.1824895
871,5.6502084,-0.1824756
872,5.6435489,-0.1893150
873,5.6445999,-0.1930537
874,5.6445409,-0.1930576
875,5.6445030,-0.1930641
876,5.6444669,-0.1930708
877,5.6444429,-0.1930781
878,5.6444115,-0.1930996
879,5.6443782,-0.1931311
880,5.6443655,-0.1931720
881,5.6443628,-0.1932069
882,5.6447279,-0.1938881
883,5.6447952,-0.1938365
884,5.6448578,-0.1937765
885,5.6449032,-0.1936746
886,5.6497428,-0.1908478
887,5.6500486,-0.1911615
888,5.6501881,-0.1912957
889,5.6503082,-0.1913587
890,5.6504019,-0.1913904
891,5.6508915,-0.1913694
892,5.6510156,-0.1913352
893,5.6511076,-0.1912745
894,5.6513307,-0.1910819
895,5.6515294,-0.1908953
896,5.6381235,-0.1927656
897,5.6380501,-0.1926483
898,5.6381689,-0.1942972
899,5.6380875,-0.1943120
900,5.6375156,-0.1944689
901,5.6388335,-0.1965737
902,5.6392072,-0.1966797
903,5.6391218,-0.1965845
904,5.6389069,-0.1957288
905,5.6381502,-0.1962552
906,5.6382350,-0.1962338
907,5.6381569,-0.1948893
908,5.6400064,-0.1832350
909,5.6400667,-0.1832551
910,5.6401963,-0.1833500
911,5.6402608,-0.1835534
912,5.6402247,-0.1836681
913,5.6495851,-0.1950637
914,5.6495704,-0.1949389
915,5.6496171,-0.1948330
916,5.6498053,-0.1946318
917,5.6499481,-0.1943864
918,5.6499775,-0.1942576
919,5.6477835,-0.1857752
920,5.6477821,-0.1853688
921,5.6486576,-0.1865148
922,5.6486569,-0.1864289
923,5.6502014,-0.1856655
924,5.6501670,-0.1855901
925,5.6500856,-0.1855619
926,5.6500235,-0.1855693
927,5.6499801,-0.1856102
928,5.6499668,-0.1856706
929,5.6486055,-0.1856786
930,5.6485402,-0.1856794
931,5.6500803,-0.1865530
932,5.6500676,-0.1857819
